user_text,user_text_clean,label,intent,answer_mundart,needs_review,is_seed
"es isch schön z gseh, wie wiit ich cho bi schöns wucheend",es isch schoen z gseh wie wiit ich cho bi schoens wucheend,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
es isch mir alles z vill,es isch mir alles z vill,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,True
"ich ha richtig lust, öppis azpacke",ich ha richtig lust oeppis azpacke,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,True
"nur chli feedback: es isch übersichtlich, aber chönnt no klarer sii",nur chli feedback es isch uebersichtlich aber choennt no klarer sii,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,True
ich find dini lösig sehr geschickt,ich find dini loesig sehr geschickt,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
dä login will eifach nöd funktioniere,dae login will eifach ned funktioniere,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
"ich bi froh, dass nöd jede tag drama isch",ich bi froh dass ned jede tag drama isch,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
ich ha en schöne erfolg im job gha,ich ha en schoene erfolg im job gha,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,True
"ich weiss nöd, ob sich das no flicke laht mach s guet",ich weiss noed ob sich das no flicke laht mach s guet,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"ich ha s gfuehl, es louft immer gege mich richtig müehsam bis spöter",ich ha s gfuehl es louft immer gege mich richtig mueehsam bis spoeter,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
"ich bi froh, dass sich das nöd so schlimm entwicklet het schönä tag no",ich bi froh dass sich das ned so schlimm entwicklet het schoenae tag no,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
ich freu mi sogar uf d nägschti aufgabä richtig schön schönä tag no,ich freu mi sogar uf d naegschti aufgabae richtig schoen schoenae tag no,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"ey, ich ha s gfuehl, ich werd nöd würkli wahrgnuu so en seich liebi grüess",ey ich ha s gfuehl ich werd ned wuerkli wahrgnuu so en seich liebi grueess,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
"ich ha s gfühl, ich mach imfall fortschritt",ich ha s gfuehl ich mach im fall fortschritt,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,True
"hallo du, was treibsch im momänt?",hallo du was treibsch im momaent,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
ich ha grad richtig spass richtig schön,ich ha grad richtig spass richtig schoen,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
was isch dä unterschied zwüsche däne zwei variante?,was isch dae unterschied zwuesche daene zwei variante,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,True
"jo, ich fühl mi grad voll ufgnoh i dere gruppe",jo ich fuehl mi grad voll ufgnoh i dere gruppe,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
d abmachige werdet nie ihalte,d abmachige werdet nie ihalte,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
"ich versteh s nöd ganz, chasch s no mal erläuterä? gruessli",ich versteh s ned ganz chasch s no mal erlaeuterae gruessli,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
"ich bruch nur chli hilf, zum das technisch wieder zum laufe bringe",ich bruch nur chli hilf zum das technisch wieder zum laufe bringe,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,True
"ich ha s gfühl, s passt so im momänt",ich ha s gfuehl s passt so im momaent,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"ich ha es wichtigs ziel erreicht, wo ich lang dra gschaffet ha richtig schön",ich ha es wichtigs ziel erreicht wo ich lang dra gschaffet ha richtig schoen,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
ich mach mer sorgä um mini gsundheit lg,ich mach mer sorgae um mini gsundheit lg,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
ich versueche meh kreativs zeug i mini freizit ine z bringe,ich versueche meh kreativs zeug i mini freizit ine z bringe,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
ich ha lang druf gwartet und jetzt isch s eifach e guets gfühl tschüss,ich ha lang druf gwartet und jetzt isch s eifach e guets gfuehl tschuess,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"vo mir us es nüchternes, aber positives feedback isch okay so liebi grüess",vo mir us es nuechternes aber positives feedback isch okay so liebi grueess,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
"ich weiss nöd, öb ich zum arzt söll oder nöd tschüss",ich weiss noed oeb ich zum arzt soell oder ned tschuess,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
immer lauft öppis schief bis bald,immer lauft oeppis schief bis bald,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
"ich bi stolz, dass ich das durchzoge ha",ich bi stolz dass ich das durchzoge ha,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
immer lauft öppis schief,immer lauft oeppis schief,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,True
"ich find s fair, aber chli streng i dere form",ich find s fair aber chli streng i dere form,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
"jo, ich bin im job grad nur am hinterher renne",jo ich bi im job grad nur am hinterher renne,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
"ich bi grad überforderet, chasch mir helfe? schöns wucheend",ich bi grad ueberforderet chasch mir helfe schoens wucheend,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
das cha doch nöd wahr sii,das chan doch ned wahr sii,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,True
"hallo du, ich ha s gfühl, jetzt isch en guete zeitpunkt zum starte",hallo du ich ha s gfuehl jetzt isch en guete zeitpunkt zum starte,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"hey, ich bi s pandablet, aber es fählt kei lösig",hey ich bi s pandablet aber es faehlt kei loesig,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
ich bin grad am übe ufem instrument,ich bi grad am uebe ufem instrument,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
i bi am abig eifach komplett dure,i bi am abig eifach komplett dure,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,True
jedä versuecht nume sini sicht dürzdrücke so en scheiss ciao,jedae versuecht nume sini sicht duerzdruecke so en scheiss ciao,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"es isch no nöd alles fertig, aber ich bi druf und dra",es isch no ned alles fertig aber ich bi druf und dra,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,True
"ich bi e schritt wiiter cho, als ich denkt ha",ich bi e schritt wiiter cho als ich denkt ha,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,True
jedes mal s glychi theater,jedes mal s glychi theater,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
ich ha en guete drive im momänt ciao,ich ha en guete drive im momaent ciao,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"hoi, ich ha lang druf gwartet und jetzt isch s eifach e guets gfühl eifach nur schön gruessli",hoi ich ha lang druf gwartet und jetzt isch s eifach e guets gfuehl eifach nur schoen gruessli,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
ich bi imfall im momänt recht zfriede mit mim alltag schöns wucheend,ich bi im fall im momaent recht zfriede mit mim alltag schoens wucheend,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"mini rückmeldung wär, dass d zeitplän chli optimiert chönd wärde chömer so lah ciao",mini rueckmeldung waer dass d zeitplaen chli optimiert choend waerde choemer so lah ciao,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
"ey, ich ha s gfuehl, ich bi nöd priorität für sie zum verseckä",ey ich ha s gfuehl ich bi ned prioritaet fuer sie zum verseckae,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"hey, ich lueg viel series, wenn ich abends am abchille bi chömer so lah schönä tag no",hey ich lueg viel series wenn ich abends am abchille bi choemer so lah schoenae tag no,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
"ich ha s gfühl, das wird öppis schöns",ich ha s gfuehl das wird oeppis schoens,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"es het es neus projekt, wo spannend chönnt sii chömer so lah",es het es neus projekt wo spannend choennt sii choemer so lah,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"ey, ich ha ständig müedigkeit und kenn de grund nöd",ey ich ha staendig mueedigkeit und kenn de grund ned,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
"hey, ich fühl mi richtig usgbrennt bis spöter",hey ich fuehl mi richtig usgbrennt bis spoeter,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
jedä versuecht nume sini sicht dürzdrücke so en käse mach s guet,jedae versuecht nume sini sicht duerzdruecke so en kaese mach s guet,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
ich bi grad voll im loch richtig müehsam,ich bi grad voll im loch richtig mueehsam,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
"ich bi gern drausse underwägs, wenn s wätter mitmacht chömer so lah schöns wucheend",ich bi gern drausse underwaegs wenn s waetter mitmacht choemer so lah schoens wucheend,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
"ich ha s gfühl, s passt so im momänt",ich ha s gfuehl s passt so im momaent,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"mer lueged, was sich ergit",mer lueged was sich ergit,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
"hey, chasch mit mir das schnell durego?",hey chasch mit mir das schnell durego,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
"ich ha angst, alles nur z versaurä lg",ich ha angst alles nur z versaurae lg,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
"alli händ irgendwie ihre gruppe, nur ich nöd bis bald",alli haend irgendwie ihre gruppe nur ich ned bis bald,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
"ey, ich ha s gfühl, s passt so im momänt",ey ich ha s gfuehl s passt so im momaent,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
ich ha grad es interessants artikel glese über das thema,ich ha grad es interessants artikel glese ueber das thema,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
wottsch du en kalender-eintrag?,wottsch du en kalender eintrag,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
ich würd eifach no chli meh erläuterige erwarte mached mer so imfall,ich wuerd eifach no chli meh erlaeuterige erwarte mached mer so im fall,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
"chan ich das nacher no ändere, falls nötig?",chan ich das nacher no aendere falls noetig,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,True
ich finds sehr professionell,ich finds sehr professionell,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
das hesch mega guet gmacht,das hesch mega guet gmacht,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
"ich bin parat, en schritt wiiter z gah",ich bi parat en schritt wiiter z gah,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"hoi, ich spür grad richtig energie i mir lg",hoi ich spuer grad richtig energie i mir lg,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"ich ha angst, dä ansprüch nöd z genüege",ich ha angst dae anspruech ned z genueege,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,True
"ich weiss nöd, mit wem ich cha richtig drüber rede",ich weiss noed mit wem ich chan richtig drueber rede,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
"ich weiss nöd, wie lang das no so cha wiiter gah richtig müehsam",ich weiss noed wie lang das no so chan wiiter gah richtig mueehsam,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
